ASV_numbers,domain,phylum,class,order,family,genus,species
ASV_12986,Eukaryota,Basidiomycota,NA,Boletales,Melanogastraceae,Melanogaster,NA
ASV_12987,NA,NA,NA,NA,NA,NA,NA
ASV_12988,NA,NA,NA,NA,NA,NA,NA
ASV_12989,Eukaryota,Basidiomycota,NA,Agaricales,Amanitaceae,Amanita,NA
ASV_12990,Eukaryota,Ascomycota,NA,NA,NA,NA,NA
ASV_12991,Eukaryota,NA,NA,NA,NA,NA,NA
ASV_12992,Eukaryota,Ascomycota,NA,Pleosporales,Dictyosporiaceae,NA,NA
ASV_12993,Eukaryota,Ascomycota,NA,Xylariales,NA,NA,NA
ASV_12994,Eukaryota,Basidiomycota,NA,Agaricales,NA,NA,NA
ASV_12995,Eukaryota,Basidiomycota,NA,Agaricales,Pluteaceae,Pluteus,Pluteus_sp
ASV_12996,Eukaryota,Basidiomycota,NA,Cantharellales,Botryobasidiaceae,Botryobasidium,Botryobasidium_laeve
ASV_12997,Eukaryota,NA,NA,NA,NA,NA,NA
ASV_12998,Eukaryota,Mucoromycota,NA,Mucorales,Cunninghamellaceae,Absidia,Absidia_glauca
ASV_12999,Eukaryota,Rozellomycota,NA,Rozellomycota_ord_Incertae_sedis,Rozellomycota_fam_Incertae_sedis,Rozellomycota_gen_Incertae_sedis,Rozellomycota_sp
ASV_13000,Eukaryota,Ascomycota,NA,Leotiomycetes_ord_Incertae_sedis,Leotiomycetes_fam_Incertae_sedis,Leotiomycetes_gen_Incertae_sedis,Leotiomycetes_sp
ASV_13001,Eukaryota,Basidiomycota,NA,Agaricales,Strophariaceae,Galerina,Galerina_lacustris
ASV_13002,NA,NA,NA,NA,NA,NA,NA
ASV_13003,NA,NA,NA,NA,NA,NA,NA
ASV_13004,Eukaryota,Basidiomycota,NA,NA,NA,NA,NA
ASV_13005,Eukaryota,Ascomycota,NA,Ascomycota_ord_Incertae_sedis,Ascomycota_fam_Incertae_sedis,Ascomycota_gen_Incertae_sedis,Ascomycota_sp
ASV_13006,Eukaryota,Ascomycota,NA,Pleosporales,Pleosporales_fam_Incertae_sedis,Pleosporales_gen_Incertae_sedis,Pleosporales_sp
ASV_13007,NA,NA,NA,NA,NA,NA,NA
ASV_13008,Eukaryota,Rozellomycota,NA,Rozellomycota_ord_Incertae_sedis,Rozellomycota_fam_Incertae_sedis,Rozellomycota_gen_Incertae_sedis,Rozellomycota_sp
ASV_13009,Eukaryota,Ascomycota,NA,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,NA
ASV_13010,Eukaryota,Basidiomycota,NA,Tremellales,Cryptococcaceae,Cryptococcus,NA
ASV_13011,NA,NA,NA,NA,NA,NA,NA
ASV_13012,Eukaryota,Chytridiomycota,NA,Rhizophydiales,Rhizophydiales_fam_Incertae_sedis,Rhizophydiales_gen_Incertae_sedis,Rhizophydiales_sp
ASV_13013,Eukaryota,Basidiomycota,NA,Agaricales,NA,NA,NA
ASV_13014,Eukaryota,Ascomycota,NA,Pleosporales,Lophiostomataceae,NA,NA
ASV_13015,Eukaryota,Basidiomycota,NA,Agaricales,Tricholomataceae,Mycenella,NA
ASV_13016,Eukaryota,Basidiomycota,NA,Cantharellales,Cantharellales_fam_Incertae_sedis,Cantharellales_gen_Incertae_sedis,Cantharellales_sp
ASV_13017,Eukaryota,Fungi_phy_Incertae_sedis,NA,Fungi_ord_Incertae_sedis,Fungi_fam_Incertae_sedis,Fungi_gen_Incertae_sedis,Fungi_sp
ASV_13018,NA,NA,NA,NA,NA,NA,NA
ASV_13019,Eukaryota,Ascomycota,NA,Sordariomycetes_ord_Incertae_sedis,Sordariomycetes_fam_Incertae_sedis,Sordariomycetes_gen_Incertae_sedis,Sordariomycetes_sp
ASV_13020,Eukaryota,Ascomycota,NA,Pleosporales,Lophiostomataceae,NA,NA
ASV_13021,Eukaryota,Basidiomycota,NA,Tremellales,Tremellaceae,NA,NA
ASV_13022,NA,NA,NA,NA,NA,NA,NA
ASV_13023,NA,NA,NA,NA,NA,NA,NA
ASV_13024,Eukaryota,Basidiomycota,NA,Auriculariales,Auriculariales_fam_Incertae_sedis,Auriculariales_gen_Incertae_sedis,Auriculariales_sp
ASV_13025,Eukaryota,Basidiomycota,NA,Agaricales,NA,NA,NA
ASV_13026,Eukaryota,Basidiomycota,NA,Geminibasidiales,Geminibasidiaceae,Geminibasidium,NA
ASV_13027,NA,NA,NA,NA,NA,NA,NA
ASV_13028,NA,NA,NA,NA,NA,NA,NA
ASV_13029,Eukaryota,Rozellomycota,NA,Rozellomycota_ord_Incertae_sedis,Rozellomycota_fam_Incertae_sedis,Rozellomycota_gen_Incertae_sedis,Rozellomycota_sp
ASV_13030,Eukaryota,Ascomycota,NA,Chaetothyriales,Herpotrichiellaceae,NA,NA
ASV_13031,Eukaryota,Basidiomycota,NA,Filobasidiales,Filobasidiaceae,Naganishia,NA
ASV_13032,NA,NA,NA,NA,NA,NA,NA
ASV_13033,Eukaryota,Mortierellomycota,NA,Mortierellales,Mortierellaceae,Mortierella,NA
ASV_13034,Eukaryota,Basidiomycota,NA,Microbotryomycetes_ord_Incertae_sedis,Microbotryomycetes_fam_Incertae_sedis,Microbotryomycetes_gen_Incertae_sedis,Microbotryomycetes_sp
ASV_13035,NA,NA,NA,NA,NA,NA,NA
ASV_13036,NA,NA,NA,NA,NA,NA,NA
ASV_13037,Eukaryota,Rozellomycota,NA,GS08,GS08_fam_Incertae_sedis,GS08_gen_Incertae_sedis,GS08_sp
ASV_13038,Eukaryota,Mortierellomycota,NA,Mortierellales,Mortierellaceae,Mortierellaceae_gen_Incertae_sedis,Mortierellaceae_sp
ASV_13039,NA,NA,NA,NA,NA,NA,NA
ASV_13040,Eukaryota,Ascomycota,NA,Pleosporales,Phaeosphaeriaceae,Phaeosphaeriaceae_gen_Incertae_sedis,Phaeosphaeriaceae_sp
ASV_13041,Eukaryota,Ascomycota,NA,NA,NA,NA,NA
ASV_13042,Eukaryota,Ascomycota,NA,NA,NA,NA,NA
ASV_13043,NA,NA,NA,NA,NA,NA,NA
ASV_13044,Eukaryota,Ascomycota,NA,Xylariales,Amphisphaeriaceae,Polyscytalum,NA
ASV_13045,Eukaryota,Ascomycota,NA,Branch06,Branch06_fam_Incertae_sedis,Branch06_gen_Incertae_sedis,Branch06_sp
ASV_13046,Eukaryota,Ascomycota,NA,Pezizales,Pyronemataceae,Otidea,Otidea_sp
ASV_13047,Eukaryota,Basidiomycota,NA,Agaricales,Cortinariaceae,Cortinarius,Cortinarius_borealis
ASV_13048,Eukaryota,Basidiomycota,NA,Tremellales,Bulleribasidiaceae,Dioszegia,NA
ASV_13049,Eukaryota,Ascomycota,NA,Xylariales,Diatrypaceae,Eutypa,NA
ASV_13050,NA,NA,NA,NA,NA,NA,NA
ASV_13051,NA,NA,NA,NA,NA,NA,NA
ASV_13052,Eukaryota,Rozellomycota,NA,Rozellomycota_ord_Incertae_sedis,Rozellomycota_fam_Incertae_sedis,Rozellomycota_gen_Incertae_sedis,Rozellomycota_sp
ASV_13053,Eukaryota,Ascomycota,NA,Helotiales,Dermateaceae,Pezicula,NA
ASV_13054,Eukaryota,Basidiomycota,NA,Agaricales,Strophariaceae,Hypholoma,Hypholoma_fasciculare
ASV_13055,NA,NA,NA,NA,NA,NA,NA
ASV_13056,Eukaryota,Basidiomycota,NA,Microbotryomycetes_ord_Incertae_sedis,Chrysozymaceae,Chrysozymaceae_gen_Incertae_sedis,Chrysozymaceae_sp
ASV_13057,Eukaryota,Rozellomycota,NA,Rozellomycota_ord_Incertae_sedis,Rozellomycota_fam_Incertae_sedis,Rozellomycota_gen_Incertae_sedis,Rozellomycota_sp
ASV_13058,Eukaryota,Ascomycota,NA,Pleosporales,Pleosporales_fam_Incertae_sedis,Pleosporales_gen_Incertae_sedis,Pleosporales_sp
ASV_13059,Eukaryota,Ascomycota,NA,NA,NA,NA,NA
ASV_13060,Eukaryota,Basidiomycota,NA,Auriculariales,Auriculariales_fam_Incertae_sedis,Oliveonia,Oliveonia_sp
ASV_13061,Eukaryota,Ascomycota,NA,Pleosporales,Sporormiaceae,NA,NA
ASV_13062,Eukaryota,Mucoromycota,NA,Umbelopsidales,Umbelopsidaceae,Umbelopsis,Umbelopsis_sp
ASV_13063,Eukaryota,Basidiomycota,NA,Agaricales,Clavariaceae,Clavulinopsis,NA
ASV_13064,NA,NA,NA,NA,NA,NA,NA
ASV_13065,NA,NA,NA,NA,NA,NA,NA
ASV_13066,Eukaryota,Basidiomycota,NA,Russulales,Russulaceae,Lactarius,Lactarius_soehneri
ASV_13067,NA,NA,NA,NA,NA,NA,NA
ASV_13068,Eukaryota,Rozellomycota,NA,Rozellomycota_ord_Incertae_sedis,Rozellomycota_fam_Incertae_sedis,Rozellomycota_gen_Incertae_sedis,Rozellomycota_sp
ASV_13069,Eukaryota,Mucoromycota,NA,Mucorales,Mucoraceae,Zygorhynchus,Zygorhynchus_sp
ASV_13070,Eukaryota,Ascomycota,NA,Chaetothyriales,Chaetothyriales_fam_Incertae_sedis,Chaetothyriales_gen_Incertae_sedis,Chaetothyriales_sp
ASV_13071,Eukaryota,Basidiomycota,NA,Agaricales,Psathyrellaceae,Coprinellus,Coprinellus_micaceus
ASV_13072,Eukaryota,Mucoromycota,NA,Endogonales,Endogonales_fam_Incertae_sedis,Endogonales_gen_Incertae_sedis,Endogonales_sp
ASV_13073,Eukaryota,Rozellomycota,NA,Rozellomycota_ord_Incertae_sedis,Rozellomycota_fam_Incertae_sedis,Rozellomycota_gen_Incertae_sedis,Rozellomycota_sp
ASV_13074,Eukaryota,Rozellomycota,NA,Rozellomycota_ord_Incertae_sedis,Rozellomycota_fam_Incertae_sedis,Rozellomycota_gen_Incertae_sedis,Rozellomycota_sp
ASV_13075,Eukaryota,Ascomycota,NA,Helotiales,Dermateaceae,Rhizodermea,Rhizodermea_veluwensis
ASV_13076,NA,NA,NA,NA,NA,NA,NA
ASV_13077,Eukaryota,Ascomycota,NA,NA,NA,NA,NA
ASV_13078,NA,NA,NA,NA,NA,NA,NA
ASV_13079,Eukaryota,Ascomycota,NA,Ascomycota_ord_Incertae_sedis,Ascomycota_fam_Incertae_sedis,Ascomycota_gen_Incertae_sedis,Ascomycota_sp
ASV_13080,Eukaryota,Ascomycota,NA,Orbiliales,Orbiliales_fam_Incertae_sedis,Orbiliales_gen_Incertae_sedis,Orbiliales_sp
ASV_13081,NA,NA,NA,NA,NA,NA,NA
ASV_13082,Eukaryota,Mucoromycota,NA,Endogonomycetes_ord_Incertae_sedis,Endogonomycetes_fam_Incertae_sedis,Endogonomycetes_gen_Incertae_sedis,Endogonomycetes_sp
ASV_13083,Eukaryota,Rozellomycota,NA,Rozellomycota_ord_Incertae_sedis,Rozellomycota_fam_Incertae_sedis,Rozellomycota_gen_Incertae_sedis,Rozellomycota_sp
ASV_13084,NA,NA,NA,NA,NA,NA,NA
ASV_13085,NA,NA,NA,NA,NA,NA,NA
ASV_13086,Eukaryota,Chytridiomycota,NA,Lobulomycetales,Lobulomycetales_fam_Incertae_sedis,Lobulomycetales_gen_Incertae_sedis,Lobulomycetales_sp
ASV_13087,Eukaryota,Ascomycota,NA,Pleosporales,Pleosporales_fam_Incertae_sedis,Immotthia,Immotthia_atrograna
ASV_13088,NA,NA,NA,NA,NA,NA,NA
ASV_13089,Eukaryota,Rozellomycota,NA,Rozellomycota_ord_Incertae_sedis,Rozellomycota_fam_Incertae_sedis,Rozellomycota_gen_Incertae_sedis,Rozellomycota_sp
ASV_13090,Eukaryota,Rozellomycota,NA,Rozellomycota_ord_Incertae_sedis,Rozellomycota_fam_Incertae_sedis,Rozellomycota_gen_Incertae_sedis,Rozellomycota_sp
ASV_13091,NA,NA,NA,NA,NA,NA,NA
ASV_13092,Eukaryota,Ascomycota,NA,Helotiales,Dermateaceae,Cryptosporiopsis,Cryptosporiopsis_sp
ASV_13093,Eukaryota,Basidiomycota,NA,Agaricales,Strophariaceae,Hypholoma,Hypholoma_fasciculare
ASV_13094,Eukaryota,Chytridiomycota,NA,NA,NA,NA,NA
ASV_13095,NA,NA,NA,NA,NA,NA,NA
ASV_13096,NA,NA,NA,NA,NA,NA,NA
ASV_13097,NA,NA,NA,NA,NA,NA,NA
ASV_13098,Eukaryota,Basidiomycota,NA,Agaricales,Strophariaceae,Hypholoma,Hypholoma_fasciculare
ASV_13099,NA,NA,NA,NA,NA,NA,NA
ASV_13100,NA,NA,NA,NA,NA,NA,NA
ASV_13101,Eukaryota,Ascomycota,NA,Pezizales,Pezizaceae,Terfezia,Terfezia_sp
ASV_13102,Eukaryota,Ascomycota,NA,Chaetothyriales,Herpotrichiellaceae,Rhinocladiella,Rhinocladiella_sp
ASV_13103,Eukaryota,Mortierellomycota,NA,Mortierellales,Mortierellaceae,Gryganskiella,Gryganskiella_cystojenkinii
ASV_13104,Eukaryota,Ascomycota,NA,Pleosporales,Didymellaceae,NA,NA
ASV_13105,Eukaryota,Basidiomycota,NA,Cantharellales,Hydnaceae,Sistotrema,Sistotrema_oblongisporum
ASV_13106,NA,NA,NA,NA,NA,NA,NA
ASV_13107,Eukaryota,Rozellomycota,NA,GS11,GS11_fam_Incertae_sedis,GS11_gen_Incertae_sedis,GS11_sp
ASV_13108,Eukaryota,Basidiomycota,NA,Trechisporales,Hydnodontaceae,Trechispora,Trechispora_sp
ASV_13109,Eukaryota,Ascomycota,NA,Ostropales,Stictidaceae,Cryptodiscus,Cryptodiscus_sp
ASV_13110,Eukaryota,Rozellomycota,NA,GS07,GS07_fam_Incertae_sedis,GS07_gen_Incertae_sedis,GS07_sp
ASV_13111,Eukaryota,Ascomycota,NA,Pezizales,Pezizaceae,NA,NA
ASV_13112,Eukaryota,Basidiomycota,NA,Agaricales,Entolomataceae,Entoloma,Entoloma_sericeum
ASV_13113,Eukaryota,Mucoromycota,NA,Endogonomycetes_ord_Incertae_sedis,Endogonomycetes_fam_Incertae_sedis,Endogonomycetes_gen_Incertae_sedis,Endogonomycetes_sp
ASV_13114,NA,NA,NA,NA,NA,NA,NA
ASV_13115,Eukaryota,Glomeromycota,NA,Glomerales,Glomeraceae,NA,NA
ASV_13116,NA,NA,NA,NA,NA,NA,NA
ASV_13117,Eukaryota,Ascomycota,NA,Xylariales,NA,NA,NA
ASV_13118,NA,NA,NA,NA,NA,NA,NA
ASV_13119,Eukaryota,Basidiomycota,NA,Agaricales,Psathyrellaceae,Psathyrella,Psathyrella_tenuicula
ASV_13120,Eukaryota,Ascomycota,NA,NA,NA,NA,NA
ASV_13121,NA,NA,NA,NA,NA,NA,NA
ASV_13122,NA,NA,NA,NA,NA,NA,NA
ASV_13123,NA,NA,NA,NA,NA,NA,NA
ASV_13124,Eukaryota,Ascomycota,NA,Pezizales,Pyronemataceae,Pyronemataceae_gen_Incertae_sedis,Pyronemataceae_sp
ASV_13125,Eukaryota,Ascomycota,NA,Pleosporales,Pleosporales_fam_Incertae_sedis,Pleosporales_gen_Incertae_sedis,Pleosporales_sp
ASV_13126,NA,NA,NA,NA,NA,NA,NA
ASV_13127,Eukaryota,Rozellomycota,NA,GS05,GS05_fam_Incertae_sedis,GS05_gen_Incertae_sedis,GS05_sp
ASV_13128,NA,NA,NA,NA,NA,NA,NA
ASV_13129,Eukaryota,Ascomycota,NA,Glomerellales,Reticulascaceae,Reticulascaceae_gen_Incertae_sedis,Reticulascaceae_sp
ASV_13130,Eukaryota,Basidiomycota,NA,Russulales,Russulaceae,Lactifluus,Lactifluus_vellereus
ASV_13131,Eukaryota,Basidiomycota,NA,Polyporales,NA,NA,NA
ASV_13132,Eukaryota,Ascomycota,NA,Helotiales,Tricladiaceae,Spirosphaera,Spirosphaera_sp
ASV_13133,Eukaryota,Chytridiomycota,NA,Rhizophydiales,Alphamycetaceae,Alphamycetaceae_gen_Incertae_sedis,Alphamycetaceae_sp
ASV_13134,Eukaryota,Rozellomycota,NA,Rozellomycota_ord_Incertae_sedis,Rozellomycota_fam_Incertae_sedis,Rozellomycota_gen_Incertae_sedis,Rozellomycota_sp
ASV_13135,Eukaryota,Rozellomycota,NA,Rozellomycota_ord_Incertae_sedis,Rozellomycota_fam_Incertae_sedis,Rozellomycota_gen_Incertae_sedis,Rozellomycota_sp
ASV_13136,Eukaryota,Ascomycota,NA,NA,NA,NA,NA
ASV_13137,Eukaryota,Ascomycota,NA,Amphisphaeriales,Discosiaceae,Discosia,NA
ASV_13138,NA,NA,NA,NA,NA,NA,NA
ASV_13139,NA,NA,NA,NA,NA,NA,NA
ASV_13140,NA,NA,NA,NA,NA,NA,NA
ASV_13141,NA,NA,NA,NA,NA,NA,NA
ASV_13142,Eukaryota,Ascomycota,NA,Pleosporales,Teichosporaceae,Magnibotryascoma,Magnibotryascoma_melanommoides
ASV_13143,Eukaryota,Basidiomycota,NA,Tremellales,Tremellales_fam_Incertae_sedis,Tremellales_gen_Incertae_sedis,Tremellales_sp
ASV_13144,NA,NA,NA,NA,NA,NA,NA
ASV_13145,NA,NA,NA,NA,NA,NA,NA
ASV_13146,Eukaryota,Chytridiomycota,NA,Spizellomycetales,Spizellomycetales_fam_Incertae_sedis,Spizellomycetales_gen_Incertae_sedis,Spizellomycetales_sp
ASV_13147,Eukaryota,Ascomycota,NA,Pleosporales,Pleosporales_fam_Incertae_sedis,Cryptocoryneum,NA
ASV_13148,NA,NA,NA,NA,NA,NA,NA
ASV_13149,NA,NA,NA,NA,NA,NA,NA
ASV_13150,NA,NA,NA,NA,NA,NA,NA
ASV_13151,Eukaryota,Ascomycota,NA,Pleosporales,Pleosporales_fam_Incertae_sedis,Pleosporales_gen_Incertae_sedis,Pleosporales_sp
ASV_13152,Eukaryota,Basidiomycota,NA,Russulales,Russulaceae,Russula,NA
ASV_13153,Eukaryota,Rozellomycota,NA,Rozellomycota_ord_Incertae_sedis,Rozellomycota_fam_Incertae_sedis,Rozellomycota_gen_Incertae_sedis,Rozellomycota_sp
ASV_13154,Eukaryota,Ascomycota,NA,Pezizomycotina_ord_Incertae_sedis,Pezizomycotina_fam_Incertae_sedis,Pezizomycotina_gen_Incertae_sedis,Pezizomycotina_sp
ASV_13155,Eukaryota,Ascomycota,NA,Chaetothyriales,Trichomeriaceae,Knufia,Knufia_sp
ASV_13156,Eukaryota,Ascomycota,NA,NA,NA,NA,NA
ASV_13157,Eukaryota,Ascomycota,NA,Chaetothyriales,Chaetothyriales_fam_Incertae_sedis,Chaetothyriales_gen_Incertae_sedis,Chaetothyriales_sp
ASV_13158,Eukaryota,Ascomycota,NA,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,Archaeorhizomyces_sp
ASV_13159,Eukaryota,Basidiomycota,NA,Agaricomycetes_ord_Incertae_sedis,Agaricomycetes_fam_Incertae_sedis,Agaricomycetes_gen_Incertae_sedis,Agaricomycetes_sp
ASV_13160,NA,NA,NA,NA,NA,NA,NA
ASV_13161,NA,NA,NA,NA,NA,NA,NA
ASV_13162,NA,NA,NA,NA,NA,NA,NA
ASV_13163,Eukaryota,Ascomycota,NA,Chaetothyriales,Herpotrichiellaceae,Rhinocladiella,Rhinocladiella_sp
ASV_13164,Eukaryota,Rozellomycota,NA,Rozellomycota_ord_Incertae_sedis,Rozellomycota_fam_Incertae_sedis,Rozellomycota_gen_Incertae_sedis,Rozellomycota_sp
ASV_13165,Eukaryota,Ascomycota,NA,NA,NA,NA,NA
ASV_13166,Eukaryota,Ascomycota,NA,Saccharomycetales,NA,NA,NA
ASV_13167,Eukaryota,Basidiomycota,NA,Agaricales,Cortinariaceae,Cortinarius,NA
ASV_13168,Eukaryota,Basidiomycota,NA,Polyporales,Irpicaceae,Ceriporia,Ceriporia_reticulata
ASV_13169,Eukaryota,Basidiomycota,NA,Tremellales,Bulleribasidiaceae,Dioszegia,Dioszegia_sp
ASV_13170,NA,NA,NA,NA,NA,NA,NA
ASV_13171,Eukaryota,Chytridiomycota,NA,Rhizophydiales,Rhizophydiaceae,Rhizophydium,Rhizophydium_sp
ASV_13172,Eukaryota,Basidiomycota,NA,Russulales,Russulaceae,Russula,NA
ASV_13173,Eukaryota,Basidiomycota,NA,NA,NA,NA,NA
ASV_13174,NA,NA,NA,NA,NA,NA,NA
ASV_13175,NA,NA,NA,NA,NA,NA,NA
ASV_13176,Eukaryota,Ascomycota,NA,Orbiliales,Orbiliales_fam_Incertae_sedis,Orbiliales_gen_Incertae_sedis,Orbiliales_sp
ASV_13177,Eukaryota,Basidiomycota,NA,Agaricales,Tricholomataceae,Ampulloclitocybe,Ampulloclitocybe_clavipes
ASV_13178,Eukaryota,Chytridiomycota,NA,Chytridiomycota_ord_Incertae_sedis,Chytridiomycota_fam_Incertae_sedis,Chytridiomycota_gen_Incertae_sedis,Chytridiomycota_sp
ASV_13179,Eukaryota,Ascomycota,NA,NA,NA,NA,NA
ASV_13180,NA,NA,NA,NA,NA,NA,NA
ASV_13181,Eukaryota,Rozellomycota,NA,Rozellomycota_ord_Incertae_sedis,Rozellomycota_fam_Incertae_sedis,Rozellomycota_gen_Incertae_sedis,Rozellomycota_sp
ASV_13182,Eukaryota,Chytridiomycota,NA,Lobulomycetales,Lobulomycetales_fam_Incertae_sedis,Lobulomycetales_gen_Incertae_sedis,Lobulomycetales_sp
ASV_13183,Eukaryota,Mucoromycota,NA,Umbelopsidales,Umbelopsidaceae,Umbelopsis,Umbelopsis_sp
ASV_13184,Eukaryota,Ascomycota,NA,NA,NA,NA,NA
ASV_13185,NA,NA,NA,NA,NA,NA,NA
ASV_13186,NA,NA,NA,NA,NA,NA,NA
ASV_13187,Eukaryota,Basidiomycota,NA,Basidiomycota_ord_Incertae_sedis,Basidiomycota_fam_Incertae_sedis,Basidiomycota_gen_Incertae_sedis,Basidiomycota_sp
ASV_13188,NA,NA,NA,NA,NA,NA,NA
ASV_13189,Eukaryota,Mortierellomycota,NA,Mortierellales,Mortierellaceae,Mortierella,NA
ASV_13190,Eukaryota,Basidiomycota,NA,Agaricales,Clavariaceae,Clavariaceae_gen_Incertae_sedis,Clavariaceae_sp
ASV_13191,Eukaryota,Rozellomycota,NA,Rozellomycota_ord_Incertae_sedis,Rozellomycota_fam_Incertae_sedis,Rozellomycota_gen_Incertae_sedis,Rozellomycota_sp
ASV_13192,Eukaryota,Ascomycota,NA,NA,NA,NA,NA
ASV_13193,Eukaryota,Ascomycota,NA,Chaetothyriales,Herpotrichiellaceae,Rhinocladiella,Rhinocladiella_sp
ASV_13194,Eukaryota,Ascomycota,NA,Diaporthales,Valsaceae,NA,NA
ASV_13195,NA,NA,NA,NA,NA,NA,NA
ASV_13196,NA,NA,NA,NA,NA,NA,NA
ASV_13197,NA,NA,NA,NA,NA,NA,NA
ASV_13198,Eukaryota,Rozellomycota,NA,Rozellomycota_ord_Incertae_sedis,Rozellomycota_fam_Incertae_sedis,Rozellomycota_gen_Incertae_sedis,Rozellomycota_sp
ASV_13199,Eukaryota,Ascomycota,NA,Pezizales,Pezizaceae,NA,NA
ASV_13200,Eukaryota,Ascomycota,NA,Ascomycota_ord_Incertae_sedis,Ascomycota_fam_Incertae_sedis,Ascomycota_gen_Incertae_sedis,Ascomycota_sp
ASV_13201,Eukaryota,Ascomycota,NA,Pezizales,Tuberaceae,Tuber,Tuber_puberulum
ASV_13202,NA,NA,NA,NA,NA,NA,NA
ASV_13203,Eukaryota,Rozellomycota,NA,Rozellomycota_ord_Incertae_sedis,Rozellomycota_fam_Incertae_sedis,Rozellomycota_gen_Incertae_sedis,Rozellomycota_sp
ASV_13204,NA,NA,NA,NA,NA,NA,NA
ASV_13205,Eukaryota,Mortierellomycota,NA,Mortierellales,Mortierellaceae,NA,NA
ASV_13206,Eukaryota,Basidiomycota,NA,Thelephorales,Thelephoraceae,Polyozellus,Polyozellus_rotundisporus
ASV_13207,NA,NA,NA,NA,NA,NA,NA
ASV_13208,Eukaryota,Ascomycota,NA,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Saccharomycetales_gen_Incertae_sedis,Saccharomycetales_sp
ASV_13209,NA,NA,NA,NA,NA,NA,NA
ASV_13210,NA,NA,NA,NA,NA,NA,NA
ASV_13211,Eukaryota,Ascomycota,NA,Xylariales,Amphisphaeriaceae,Amphisphaeriaceae_gen_Incertae_sedis,Amphisphaeriaceae_sp
ASV_13212,Eukaryota,Ascomycota,NA,Onygenales,NA,NA,NA
ASV_13213,Eukaryota,Basidiomycota,NA,Basidiomycota_ord_Incertae_sedis,Basidiomycota_fam_Incertae_sedis,Basidiomycota_gen_Incertae_sedis,Basidiomycota_sp
ASV_13214,Eukaryota,Basidiomycota,NA,Polyporales,Meruliaceae,Scopuloides,Scopuloides_hydnoides
ASV_13215,Eukaryota,Chytridiomycota,NA,Chytridiomycota_ord_Incertae_sedis,Chytridiomycota_fam_Incertae_sedis,Chytridiomycota_gen_Incertae_sedis,Chytridiomycota_sp
ASV_13216,Eukaryota,Rozellomycota,NA,Rozellomycota_ord_Incertae_sedis,Rozellomycota_fam_Incertae_sedis,Rozellomycota_gen_Incertae_sedis,Rozellomycota_sp
ASV_13217,NA,NA,NA,NA,NA,NA,NA
ASV_13218,NA,NA,NA,NA,NA,NA,NA
ASV_13219,Eukaryota,Ascomycota,NA,Helotiales,Helotiaceae,Ascocoryne,Ascocoryne_albida
ASV_13220,Eukaryota,Basidiomycota,NA,Cantharellales,Botryobasidiaceae,Botryobasidium,Botryobasidium_subcoronatum
ASV_13221,Eukaryota,Basidiomycota,NA,Agaricales,Agaricaceae,Cystolepiota,Cystolepiota_seminuda
ASV_13222,NA,NA,NA,NA,NA,NA,NA
ASV_13223,Eukaryota,Basidiomycota,NA,Sebacinales,Serendipitaceae,Serendipita,Serendipita_sp
ASV_13224,Eukaryota,Basidiomycota,NA,Agaricostilbales,Agaricostilbales_fam_Incertae_sedis,Agaricostilbales_gen_Incertae_sedis,Agaricostilbales_sp
ASV_13225,NA,NA,NA,NA,NA,NA,NA
ASV_13226,Eukaryota,Rozellomycota,NA,Rozellomycota_ord_Incertae_sedis,Rozellomycota_fam_Incertae_sedis,Rozellomycota_gen_Incertae_sedis,Rozellomycota_sp
ASV_13227,Eukaryota,Rozellomycota,NA,Rozellomycota_ord_Incertae_sedis,Rozellomycota_fam_Incertae_sedis,Rozellomycota_gen_Incertae_sedis,Rozellomycota_sp
ASV_13228,NA,NA,NA,NA,NA,NA,NA
ASV_13229,Eukaryota,Mortierellomycota,NA,Mortierellales,Mortierellaceae,Mortierella,Mortierella_angusta
ASV_13230,Eukaryota,Basidiomycota,NA,NA,NA,NA,NA
ASV_13231,Eukaryota,Rozellomycota,NA,Rozellomycota_ord_Incertae_sedis,Rozellomycota_fam_Incertae_sedis,Rozellomycota_gen_Incertae_sedis,Rozellomycota_sp
ASV_13232,Eukaryota,Rozellomycota,NA,Rozellomycota_ord_Incertae_sedis,Rozellomycota_fam_Incertae_sedis,Rozellomycota_gen_Incertae_sedis,Rozellomycota_sp
ASV_13233,NA,NA,NA,NA,NA,NA,NA
ASV_13234,NA,NA,NA,NA,NA,NA,NA
ASV_13235,Eukaryota,Ascomycota,NA,Chaetothyriales,Herpotrichiellaceae,Herpotrichiellaceae_gen_Incertae_sedis,Herpotrichiellaceae_sp
ASV_13236,Eukaryota,Chytridiomycota,NA,Spizellomycetales,Spizellomycetales_fam_Incertae_sedis,Spizellomycetales_gen_Incertae_sedis,Spizellomycetales_sp
ASV_13237,NA,NA,NA,NA,NA,NA,NA
ASV_13238,NA,NA,NA,NA,NA,NA,NA
ASV_13239,NA,NA,NA,NA,NA,NA,NA
ASV_13240,Eukaryota,Mucoromycota,NA,Mucorales,Cunninghamellaceae,Absidia,NA
ASV_13241,NA,NA,NA,NA,NA,NA,NA
