,Kingdom,Supergroup,Division,Class,Order,Family,Genus,Species
ASV_4330,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_4331,NA,NA,NA,NA,NA,NA,NA,NA
ASV_4332,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Craterellus
ASV_4333,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_4334,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_4335,NA,NA,NA,NA,NA,NA,NA,NA
ASV_4336,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_4337,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_4338,Eukaryota,Obazoa,Opisthokonta,Metazoa,NA,NA,NA,NA
ASV_4339,Eukaryota,Obazoa,Opisthokonta,Metazoa,NA,NA,NA,NA
ASV_4340,NA,NA,NA,NA,NA,NA,NA,NA
ASV_4341,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_4342,NA,NA,NA,NA,NA,NA,NA,NA
ASV_4343,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_4344,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_4345,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_4346,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_4347,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_4348,NA,NA,NA,NA,NA,NA,NA,NA
ASV_4349,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_4350,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_4351,NA,NA,NA,NA,NA,NA,NA,NA
ASV_4352,Eukaryota,NA,NA,NA,NA,NA,NA,NA
ASV_4353,NA,NA,NA,NA,NA,NA,NA,NA
ASV_4354,NA,NA,NA,NA,NA,NA,NA,NA
ASV_4355,NA,NA,NA,NA,NA,NA,NA,NA
ASV_4356,Eukaryota,NA,NA,NA,NA,NA,NA,NA
